designCapacity,designCapacityUOM,eisProcessID,eisUnitID,energyMJ,energyMJq0,energyMJq2,energyMJq3,fuelType,processDescription,registryID,throughputTonneQ0,throughputTonneQ2,throughputTonneQ3,unitDescription,unitName,unitType,unitTypeStd,legislativeDistrictNumber,hucCode8,siteTypeName,name,locationAddress,postalCode,cityName,countyName,stateCode,countyFIPS,sensitiveInd,smallBusInd,envJusticeCode,eisFacilityID,eisFacilityIDAdditional,ghgrpID,ghgrpIDAdditional,epaRegionCode,locationDescription,latitude,longitude,naicsCode,naicsCodeAdditional,"('weeklyOpHoursLow', 'q1')","('weeklyOpHoursLow', 'q2')","('weeklyOpHoursLow', 'q3')","('weeklyOpHoursLow', 'q4')","('weeklyOpHours', 'q1')","('weeklyOpHours', 'q2')","('weeklyOpHours', 'q3')","('weeklyOpHours', 'q4')","('weeklyOpHoursHigh', 'q1')","('weeklyOpHoursHigh', 'q2')","('weeklyOpHoursHigh', 'q3')","('weeklyOpHoursHigh', 'q4')",censusBlock
586142.14,MW,150245814.0,105961213.0,,,,,,,110024888898.0,,,,one (1) rigid polyurethane foam container manufacturing process.,,Molded Foam: Expansion Process Using Steam,other,2401,,STATIONARY,LIFOAM IND,121 BATA BLVD,21017.0,BELCAMP,HARFORD COUNTY,MD,24025,False,,,14530611.0,,,,3.0,,39.46865,-76.23527,326140.0,"[326150, 326140, 326140, 326140, 32614, 326140]",87.688,90.396,86.572,91.064,101.8,104.9,99.9,104.0,87.688,90.396,86.572,91.064,240253017072011
163826.72813,MW,58969614.0,46891513.0,,95872371.42857143,736052400.0,1056142414.2857143,naturalGas,sn:54 galvanizing line,110000452180.0,,,,sn:54 galvanizing line,,Process Heater,heater,0501,,STATIONARY,NUCOR STL AR,7301 E COUNTY ROAD 142,72315.0,BLYTHEVILLE,MISSISSIPPI COUNTY,AR,05093,False,,,1084511.0,,1007921.0,,6.0,,35.941,-89.727,331221.0,"[331111, 331111, 331111]",50.803997,48.036003,51.016,45.412,90.2,93.9,110.6,90.1,50.803997,48.036003,168.0,45.412,050930107004005
73267.7675,MW,102982814.0,79715313.0,,380396.82857142854,380396.82857142854,380396.82857142854,naturalGas,natural gas,110000423756.0,,,,die heater burner 2-3 - process heater,,Boiler,boiler,2701,,STATIONARY,FED MOGUL POWERTRAIN SYS,520 N 8TH ST,55041.0,LAKE CITY,WABASHA COUNTY,MN,27157,,,,6304311.0,,,,5.0,,44.44676,-92.27766,331524.0,"[336312, 336312, 331511, 331511, 331511, 336312, 331524, 331524, 331511, 331511]",48.232,47.484,50.576004,51.876,64.5,61.4,78.8,75.2,48.232,47.484,50.576004,51.876,271574903004012
73267.7675,MW,27299014.0,16034313.0,,380396.82857142854,380396.82857142854,380396.82857142854,naturalGas,natural gas,110000423756.0,,,,die heater burner 1-2 - process heater,,Boiler,boiler,2701,,STATIONARY,FED MOGUL POWERTRAIN SYS,520 N 8TH ST,55041.0,LAKE CITY,WABASHA COUNTY,MN,27157,,,,6304311.0,,,,5.0,,44.44676,-92.27766,331524.0,"[336312, 336312, 331511, 331511, 331511, 336312, 331524, 331524, 331511, 331511]",48.232,47.484,50.576004,51.876,64.5,61.4,78.8,75.2,48.232,47.484,50.576004,51.876,271574903004012
73267.7675,MW,27297914.0,16035213.0,,380396.82857142854,380396.82857142854,380396.82857142854,naturalGas,natural gas,110000423756.0,,,,die heater burner 1-3 - process heater,,Boiler,boiler,2701,,STATIONARY,FED MOGUL POWERTRAIN SYS,520 N 8TH ST,55041.0,LAKE CITY,WABASHA COUNTY,MN,27157,,,,6304311.0,,,,5.0,,44.44676,-92.27766,331524.0,"[336312, 336312, 331511, 331511, 331511, 336312, 331524, 331524, 331511, 331511]",48.232,47.484,50.576004,51.876,64.5,61.4,78.8,75.2,48.232,47.484,50.576004,51.876,271574903004012
73267.7675,MW,27297814.0,16035313.0,,380396.82857142854,380396.82857142854,380396.82857142854,naturalGas,natural gas,110000423756.0,,,,die heater burner 1-1 - process heater,,Boiler,boiler,2701,,STATIONARY,FED MOGUL POWERTRAIN SYS,520 N 8TH ST,55041.0,LAKE CITY,WABASHA COUNTY,MN,27157,,,,6304311.0,,,,5.0,,44.44676,-92.27766,331524.0,"[336312, 336312, 331511, 331511, 331511, 336312, 331524, 331524, 331511, 331511]",48.232,47.484,50.576004,51.876,64.5,61.4,78.8,75.2,48.232,47.484,50.576004,51.876,271574903004012
73267.7675,MW,27298314.0,16035013.0,,380396.82857142854,380396.82857142854,380396.82857142854,naturalGas,natural gas,110000423756.0,,,,die heater burner 1-4 - process heater,,Boiler,boiler,2701,,STATIONARY,FED MOGUL POWERTRAIN SYS,520 N 8TH ST,55041.0,LAKE CITY,WABASHA COUNTY,MN,27157,,,,6304311.0,,,,5.0,,44.44676,-92.27766,331524.0,"[336312, 336312, 331511, 331511, 331511, 336312, 331524, 331524, 331511, 331511]",48.232,47.484,50.576004,51.876,64.5,61.4,78.8,75.2,48.232,47.484,50.576004,51.876,271574903004012
73267.7675,MW,102982714.0,79715213.0,,380396.82857142854,380396.82857142854,380396.82857142854,naturalGas,natural gas,110000423756.0,,,,die heater burner 2-2 - process heater,,Boiler,boiler,2701,,STATIONARY,FED MOGUL POWERTRAIN SYS,520 N 8TH ST,55041.0,LAKE CITY,WABASHA COUNTY,MN,27157,,,,6304311.0,,,,5.0,,44.44676,-92.27766,331524.0,"[336312, 336312, 331511, 331511, 331511, 336312, 331524, 331524, 331511, 331511]",48.232,47.484,50.576004,51.876,64.5,61.4,78.8,75.2,48.232,47.484,50.576004,51.876,271574903004012
73267.7675,MW,102982614.0,79715113.0,,380396.82857142854,380396.82857142854,380396.82857142854,naturalGas,natural gas,110000423756.0,,,,die heater burner 2-1 - process heater,,Boiler,boiler,2701,,STATIONARY,FED MOGUL POWERTRAIN SYS,520 N 8TH ST,55041.0,LAKE CITY,WABASHA COUNTY,MN,27157,,,,6304311.0,,,,5.0,,44.44676,-92.27766,331524.0,"[336312, 336312, 331511, 331511, 331511, 336312, 331524, 331524, 331511, 331511]",48.232,47.484,50.576004,51.876,64.5,61.4,78.8,75.2,48.232,47.484,50.576004,51.876,271574903004012
52752.7926,MW,46383514.0,48246313.0,,,,,biomass,burning wood waste,110000361304.0,,,,wood fired boiler,,Boiler,boiler,1303,,STATIONARY,GA PACIFIC,18,30241.0,LAGRANGE,TROUP COUNTY,GA,13199,False,,,553411.0,,,,4.0,,32.916131,-84.780693,321212.0,"[321114, 321212, 321211, 321212, 321212, 321212, 321212]",45.176,47.772003,45.823997,45.811996,63.6,70.9,66.6,66.0,45.176,47.772003,45.823997,45.811996,131999706003044
34289.31519,MW,28335314.0,6627313.0,95263277.48955868,100124775.0,100124775.0,100124775.0,naturalGas,natural gas space heaters,110000405384.0,,,,eu-ngcombustion,,Other combustion,other combustion,2610,,,FCA WARREN STAMPG PLT,22800 MOUND RD,48091.0,WARREN,MACOMB COUNTY,MI,26099,False,,,8226911.0,,1005553.0,,5.0,,42.46139,-83.0446,336370.0,"[33639, 336370, 336370, 336370, 336370, 336370, 336370, 336370, 336370, 336370, 336370]",78.108,80.428,74.34,74.87601,98.1,96.5,91.0,93.3,78.108,80.428,74.34,74.87601,260999822001003
28662.350646,MW,121159114.0,41288913.0,,,,,other,,110001748789.0,,,,drum mix type plant with baghouse,,"Dryer, unknown if direct or indirect.",dryer,1208,,STATIONARY,V A PAVE,800 CIDCO RD,32926.0,COCOA,BREVARD COUNTY,FL,12009,False,,,2576311.0,,,,4.0,,28.41168,-80.77207,324121.0,"[324121, 324121, 324121]",12.387997,53.903996,57.356003,55.067997,51.0,73.7,69.9,68.2,12.387997,53.903996,57.356003,55.067997,120090621133010
28662.350646,MW,46012714.0,41288913.0,,,,,,"max permitted operating limit = 249,600 tons per cons 12 mos of a virgin aspha",110001748789.0,,,,drum mix type plant with baghouse,,"Dryer, unknown if direct or indirect.",dryer,1208,,STATIONARY,V A PAVE,800 CIDCO RD,32926.0,COCOA,BREVARD COUNTY,FL,12009,False,,,2576311.0,,,,4.0,,28.41168,-80.77207,324121.0,"[324121, 324121, 324121]",12.387997,53.903996,57.356003,55.067997,51.0,73.7,69.9,68.2,12.387997,53.903996,57.356003,55.067997,120090621133010
28662.350646,MW,46012614.0,41288913.0,,,,,diesel,,110001748789.0,,,,drum mix type plant with baghouse,,"Dryer, unknown if direct or indirect.",dryer,1208,,STATIONARY,V A PAVE,800 CIDCO RD,32926.0,COCOA,BREVARD COUNTY,FL,12009,False,,,2576311.0,,,,4.0,,28.41168,-80.77207,324121.0,"[324121, 324121, 324121]",12.387997,53.903996,57.356003,55.067997,51.0,73.7,69.9,68.2,12.387997,53.903996,57.356003,55.067997,120090621133010
27900.365864,MW,5898314.0,17448813.0,,139942735.7142857,139942735.7142857,139942735.7142857,naturalGas,,110043799958.0,,,,boiler 15.50,,Boiler,boiler,4838,,STATIONARY,AIR PROD PASADENA PLT,1423 PASADENA FWY,77506.0,PASADENA,HARRIS COUNTY,TX,48201,False,,,6510311.0,6510111,,,6.0,,,,325120.0,"[325120, 325110, 325120, 325120, 325211, 32512, 32512, 325199, 325192, 325192, 325211, 325120, 325120, 325110]",91.855995,97.272,97.072,84.272,114.2,120.4,120.2,112.3,91.855995,97.272,97.072,84.272,
27900.365864,MW,174989514.0,17448813.0,,60222469.09090909,60222469.09090909,60222469.09090909,naturalGas,,110043799958.0,,,,boiler 15.50,,Boiler,boiler,4838,,STATIONARY,AIR PROD PASADENA PLT,1423 PASADENA FWY,77506.0,PASADENA,HARRIS COUNTY,TX,48201,False,,,6510311.0,6510111,,,6.0,,,,325120.0,"[325120, 325110, 325120, 325120, 325211, 32512, 32512, 325199, 325192, 325192, 325211, 325120, 325120, 325110]",91.855995,97.272,97.072,84.272,114.2,120.4,120.2,112.3,91.855995,97.272,97.072,84.272,
27900.365864,MW,174989614.0,17448813.0,,177046186.9090909,177046186.9090909,177046186.9090909,naturalGas,,110043799958.0,,,,boiler 15.50,,Boiler,boiler,4838,,STATIONARY,AIR PROD PASADENA PLT,1423 PASADENA FWY,77506.0,PASADENA,HARRIS COUNTY,TX,48201,False,,,6510311.0,6510111,,,6.0,,,,325120.0,"[325120, 325110, 325120, 325120, 325211, 32512, 32512, 325199, 325192, 325192, 325211, 325120, 325120, 325110]",91.855995,97.272,97.072,84.272,114.2,120.4,120.2,112.3,91.855995,97.272,97.072,84.272,
26991.845547,MW,134113514.0,96095613.0,,379365942.8571428,871641000.0,1324894320.0,naturalGas,cleavor brooks nat gas boiler,110002438639.0,,,,cleaver brooks boiler,,Boiler,boiler,0803,,STATIONARY,NTRL SODA,3200 COUNTY ROAD 317,81650.0,RIFLE,GARFIELD COUNTY,CO,08045,False,,,3503411.0,,,,8.0,,,,212391.0,"[212391, 212391]",,,,,,,,,,,,,
21687.25918,MW,174212914.0,67205413.0,,7822360.8,7822360.8,7822360.8,naturalGas,,110000361723.0,,,,"mfg cells a, b, c, d, e, 1, 2, 3, 4, 5, 12 & deco mfg cell",,Coating Oven Heater,other combustion,1207,,STATIONARY,FL PRODUCTION ENGINEERING,2 E TOWER CIR,32174.0,ORMOND BEACH,VOLUSIA COUNTY,FL,12127,False,,,900811.0,,,,4.0,,29.29363,-81.12047199999998,32612.0,"[339113, 326199, 339113, 326199, 326199, 326199, 337215, 339113, 326122, 326121, 336370]",87.688,90.396,86.572,91.064,101.8,104.9,99.9,104.0,87.688,90.396,86.572,91.064,121270801011058
21687.25918,MW,174212914.0,67205413.0,,7822360.8,7822360.8,7822360.8,naturalGas,,110000361723.0,,,,"mfg cells a, b, c, d, e, 1, 2, 3, 4, 5, 12 & deco mfg cell",,Coating Oven Heater,other combustion,1207,,STATIONARY,FL PRODUCTION ENGINEERING,2 E TOWER CIR,32174.0,ORMOND BEACH,VOLUSIA COUNTY,FL,12127,False,,,900811.0,,,,4.0,,29.29363,-81.12047199999998,32612.0,"[339113, 326199, 339113, 326199, 326199, 326199, 337215, 339113, 326122, 326121, 336370]",87.688,90.396,86.572,91.064,101.8,104.9,99.9,104.0,87.688,90.396,86.572,91.064,121270801011058
20983.888612,MW,119359214.0,87948413.0,,14108392.62,14108392.62,14108392.62,naturalGas,,110001262437.0,,,,"one (1) saturated felt production line, permittee designation line #3.",,Boiler,boiler,2406,,STATIONARY,TAMKO BLDG PROD,4500 TAMKO DR,21703.0,FREDERICK,FREDERICK COUNTY,MD,24021,False,,,7220211.0,,,,3.0,,39.35646,-77.42518000000003,324122.0,"[324122, 324122, 324122, 324122, 324122]",12.387997,53.903996,57.356003,55.067997,51.0,73.7,69.9,68.2,12.387997,53.903996,57.356003,55.067997,240217523012013
11722.8428,MW,102748114.0,79579213.0,,8247085.714285714,8247085.714285714,8247085.714285714,naturalGas,natural gas,110020057070.0,,,,plant 1 & 2 rto,,Boiler,boiler,2702,7020012.0,STATIONARY,CAMBRIA,31496 CAMBRIA AVE,56058.0,LE SUEUR,LE SUEUR COUNTY,MN,27079,False,,,6350711.0,,,,5.0,,44.492696,-93.871625,327991.0,"[326199, 327991, 326192, 327991, 327991, 327991, 327991]",41.524,42.372005,57.248,43.804,77.0,75.3,98.8,78.3,41.524,42.372005,57.248,43.804,270799502001022
10198.873236,MW,15801014.0,4995213.0,,,,,naturalGas,fuel fired equipment - flare: natural gas,110000454320.0,,,,process flare,,Flare,flare,4003,,STATIONARY,WOODWARD COMPLX,1000 TERRA DR,73801.0,WOODWARD,WOODWARD COUNTY,OK,40153,False,,,8055411.0,,,,6.0,,36.44363900000001,-99.366,325311.0,"[325311, 325311, 325311, 325311, 325311, 325311]",32.351997,36.768,35.488,15.296,49.6,49.9,49.6,39.6,32.351997,36.768,35.488,15.296,401539533001001
10052.337701,MW,184596514.0,14291713.0,,,,,diesel,#2 fuel oil,110000768312.0,,,,mod asphalt hot oil heater #3,,Boiler,boiler,2702,,STATIONARY,CERTAINTEED SHAKOPEE,3303 4TH AVE E,55379.0,SHAKOPEE,SCOTT COUNTY,MN,27139,,,,6949711.0,,,,5.0,,44.7975,-93.47737,324122.0,"[324122, 324122, 324122, 324122, 322121, 324122, 322121]",12.387997,53.903996,57.356003,55.067997,51.0,73.7,69.9,68.2,12.387997,53.903996,57.356003,55.067997,271390803033000
10052.337701,MW,27391314.0,14291713.0,,12112907.142857142,12112907.142857142,12112907.142857142,naturalGas,natural gas,110000768312.0,,,,mod asphalt hot oil heater #3,,Boiler,boiler,2702,,STATIONARY,CERTAINTEED SHAKOPEE,3303 4TH AVE E,55379.0,SHAKOPEE,SCOTT COUNTY,MN,27139,,,,6949711.0,,,,5.0,,44.7975,-93.47737,324122.0,"[324122, 324122, 324122, 324122, 322121, 324122, 322121]",12.387997,53.903996,57.356003,55.067997,51.0,73.7,69.9,68.2,12.387997,53.903996,57.356003,55.067997,271390803033000
9964.416379999999,MW,104459514.0,81027513.0,,,,,,flare,110000575244.0,,,,flare,,Flare,flare,2201,,STATIONARY,CHEVRON CHEM OAK PT PLT,12000 HIGHWAY 23,70037.0,BELLE CHASSE,PLAQUEMINES PARISH,LA,22075,,,,8018711.0,,,,6.0,,29.80825,-90.01,325199.0,"[325199, 325998, 325998, 325110, 32511, 325199, 325110, 325199, 325199]",,,,,,,,,,,,,220750503003034
7356.083857,MW,174515614.0,65486913.0,,,,,diesel,steam boiler combustion fo,110001425066.0,,,,600 hp steam boiler,,Boiler,boiler,1305,,STATIONARY,DART CONTAINER OF GA,2120 LITHONIA INDUSTRIAL BLVD,30058.0,LITHONIA,DEKALB COUNTY,GA,13089,False,,,532811.0,,,,4.0,,33.723392,-84.11846800000002,326140.0,"[326140, 32614, 326140, 326140, 326140, 326140]",87.688,90.396,86.572,91.064,101.8,104.9,99.9,104.0,87.688,90.396,86.572,91.064,130890233173002
7356.083857,MW,90792414.0,65486913.0,,129376157.14285713,129376157.14285713,129376157.14285713,naturalGas,steam boiler combusting ng,110001425066.0,,,,600 hp steam boiler,,Boiler,boiler,1305,,STATIONARY,DART CONTAINER OF GA,2120 LITHONIA INDUSTRIAL BLVD,30058.0,LITHONIA,DEKALB COUNTY,GA,13089,False,,,532811.0,,,,4.0,,33.723392,-84.11846800000002,326140.0,"[326140, 32614, 326140, 326140, 326140, 326140]",87.688,90.396,86.572,91.064,101.8,104.9,99.9,104.0,87.688,90.396,86.572,91.064,130890233173002
7356.083857,MW,157611714.0,65487213.0,,,,,diesel,steam boiler combusting fo,110001425066.0,,,,600 hp steam boiler,,Boiler,boiler,1305,,STATIONARY,DART CONTAINER OF GA,2120 LITHONIA INDUSTRIAL BLVD,30058.0,LITHONIA,DEKALB COUNTY,GA,13089,False,,,532811.0,,,,4.0,,33.723392,-84.11846800000002,326140.0,"[326140, 32614, 326140, 326140, 326140, 326140]",87.688,90.396,86.572,91.064,101.8,104.9,99.9,104.0,87.688,90.396,86.572,91.064,130890233173002
7356.083857,MW,90792614.0,65487113.0,,168071858.18181825,168071858.18181825,168071858.18181825,naturalGas,steam boiler combusting ng,110001425066.0,,,,600 hp steam boiler,,Boiler,boiler,1305,,STATIONARY,DART CONTAINER OF GA,2120 LITHONIA INDUSTRIAL BLVD,30058.0,LITHONIA,DEKALB COUNTY,GA,13089,False,,,532811.0,,,,4.0,,33.723392,-84.11846800000002,326140.0,"[326140, 32614, 326140, 326140, 326140, 326140]",87.688,90.396,86.572,91.064,101.8,104.9,99.9,104.0,87.688,90.396,86.572,91.064,130890233173002
7356.083857,MW,157611614.0,65487113.0,,,,,diesel,steam boiler combusting fo,110001425066.0,,,,600 hp steam boiler,,Boiler,boiler,1305,,STATIONARY,DART CONTAINER OF GA,2120 LITHONIA INDUSTRIAL BLVD,30058.0,LITHONIA,DEKALB COUNTY,GA,13089,False,,,532811.0,,,,4.0,,33.723392,-84.11846800000002,326140.0,"[326140, 32614, 326140, 326140, 326140, 326140]",87.688,90.396,86.572,91.064,101.8,104.9,99.9,104.0,87.688,90.396,86.572,91.064,130890233173002
7356.083857,MW,90792714.0,65487213.0,,152983440.0,152983440.0,152983440.0,naturalGas,steam boiler combusting ng,110001425066.0,,,,600 hp steam boiler,,Boiler,boiler,1305,,STATIONARY,DART CONTAINER OF GA,2120 LITHONIA INDUSTRIAL BLVD,30058.0,LITHONIA,DEKALB COUNTY,GA,13089,False,,,532811.0,,,,4.0,,33.723392,-84.11846800000002,326140.0,"[326140, 32614, 326140, 326140, 326140, 326140]",87.688,90.396,86.572,91.064,101.8,104.9,99.9,104.0,87.688,90.396,86.572,91.064,130890233173002
6447.56354,MW,97899214.0,32027013.0,,,,,,,110058113704.0,,,,no. 4 plant flare,,Flare,flare,4838,,STATIONARY,LYONDELL CITGO RFNRY,12000 LAWNDALE ST,77017.0,HOUSTON,HARRIS COUNTY,TX,48201,False,False,,4762811.0,,,,6.0,INTERPOLATION-PHOTO.,29.7125,-95.235833,324110.0,"[324110, 324110, 324110, 324110, 32411, 324110, 325110, 324110, 324110, 324110, 324110, 325110, 324110, 324110, 324110, 324110, 324110]",161.1,94.912,165.528,165.824,166.0,144.5,166.9,167.0,168.0,168.0,168.0,168.0,482013242002008
6447.56354,MW,7285614.0,31998913.0,,,,,,,110058113704.0,,,,no. 3 plant flare,,Flare,flare,4838,,STATIONARY,LYONDELL CITGO RFNRY,12000 LAWNDALE ST,77017.0,HOUSTON,HARRIS COUNTY,TX,48201,False,False,,4762811.0,,,,6.0,INTERPOLATION-PHOTO.,29.7125,-95.235833,324110.0,"[324110, 324110, 324110, 324110, 32411, 324110, 325110, 324110, 324110, 324110, 324110, 325110, 324110, 324110, 324110, 324110, 324110]",161.1,94.912,165.528,165.824,166.0,144.5,166.9,167.0,168.0,168.0,168.0,168.0,482013242002008
6125.185363,MW,150299714.0,105985113.0,,76030114.11840001,121015674.0,149402066.66666666,naturalGas,sn:45 boiler #2,110045698330.0,,,,sn:45 boiler #2,,Boiler,boiler,0504,,STATIONARY,PLANTER COT OIL MILL,2901 PLANTERS DR,71601.0,PINE BLUFF,JEFFERSON COUNTY,AR,05069,,,,660411.0,,,,6.0,,34.224229,-91.968945,311223.0,"[311223, 311223, 311223, 311223, 311223]",,,,,,,,,,,,,050690019011003
6125.185363,MW,150302014.0,105985313.0,,76030114.11840001,76030114.11840001,76030114.11840001,naturalGas,sn:44 boiler #1,110045698330.0,,,,sn:44 boiler #1,,Boiler,boiler,0504,,STATIONARY,PLANTER COT OIL MILL,2901 PLANTERS DR,71601.0,PINE BLUFF,JEFFERSON COUNTY,AR,05069,,,,660411.0,,,,6.0,,34.224229,-91.968945,311223.0,"[311223, 311223, 311223, 311223, 311223]",,,,,,,,,,,,,050690019011003
5890.728507,MW,90792514.0,65487013.0,,14818982.142857142,14818982.142857142,14818982.142857142,naturalGas,steam boiler combusting ng,110001425066.0,,,,600 hp steam boiler,,Boiler,boiler,1305,,STATIONARY,DART CONTAINER OF GA,2120 LITHONIA INDUSTRIAL BLVD,30058.0,LITHONIA,DEKALB COUNTY,GA,13089,False,,,532811.0,,,,4.0,,33.723392,-84.11846800000002,326140.0,"[326140, 32614, 326140, 326140, 326140, 326140]",87.688,90.396,86.572,91.064,101.8,104.9,99.9,104.0,87.688,90.396,86.572,91.064,130890233173002
4806.365548,MW,7243214.0,32026713.0,,87632383.87096775,87632383.87096775,87632383.87096775,coke,,110058113704.0,,,,736 coker flare,,Flare,flare,4838,,STATIONARY,LYONDELL CITGO RFNRY,12000 LAWNDALE ST,77017.0,HOUSTON,HARRIS COUNTY,TX,48201,False,False,,4762811.0,,,,6.0,INTERPOLATION-PHOTO.,29.7125,-95.235833,324110.0,"[324110, 324110, 324110, 324110, 32411, 324110, 325110, 324110, 324110, 324110, 324110, 325110, 324110, 324110, 324110, 324110, 324110]",161.1,94.912,165.528,165.824,166.0,144.5,166.9,167.0,168.0,168.0,168.0,168.0,482013242002008
4806.365548,MW,7286514.0,31998013.0,,,,,,,110058113704.0,,,,no. 2 plant flare,,Flare,flare,4838,,STATIONARY,LYONDELL CITGO RFNRY,12000 LAWNDALE ST,77017.0,HOUSTON,HARRIS COUNTY,TX,48201,False,False,,4762811.0,,,,6.0,INTERPOLATION-PHOTO.,29.7125,-95.235833,324110.0,"[324110, 324110, 324110, 324110, 32411, 324110, 325110, 324110, 324110, 324110, 324110, 325110, 324110, 324110, 324110, 324110, 324110]",161.1,94.912,165.528,165.824,166.0,144.5,166.9,167.0,168.0,168.0,168.0,168.0,482013242002008
3487.545733,MW,187169114.0,129223913.0,,,,,,,110000339544.0,,,,grp of three-(3) mixers   ink mfg process ens amt-101: 3500-l; art-101 - -102: 4200-l each,,Mixer or Blender,other,2405,,STATIONARY,HI TECH COLOR,1721 MIDWAY RD,21144.0,SEVERN,ANNE ARUNDEL COUNTY,MD,24003,,,,6083911.0,,,,3.0,,39.10898,-76.69575,325910.0,"[325910, 325910, 325910, 325910, 325910, 32521, 325910]",52.412,54.440002,51.455997,54.975998,77.5,85.8,78.7,83.2,52.412,54.440002,51.455997,54.975998,240037403032018
